Using downloaded and verified file: /home/carlosgil/.medmnist/bloodmnist.npz
Using downloaded and verified file: /home/carlosgil/.medmnist/bloodmnist.npz
Using downloaded and verified file: /home/carlosgil/.medmnist/bloodmnist.npz
Using downloaded and verified file: /home/carlosgil/.medmnist/bloodmnist.npz
| Wide-Resnet 28x10
P(x) | 0:12 f(x_p_d)=   2.126682520 f(x_q)=   2.118272305 d=   0.008410215
P(y|x) 0:12 loss=   2.075858116, acc=   0.171875000
P(x) | 0:13 f(x_p_d)=   2.128322363 f(x_q)=   2.117618561 d=   0.010703802
P(y|x) 0:13 loss=   2.076681137, acc=   0.140625000
P(x) | 0:14 f(x_p_d)=   2.129694223 f(x_q)=   2.117142200 d=   0.012552023
P(y|x) 0:14 loss=   2.077651501, acc=   0.085937500
P(x) | 0:15 f(x_p_d)=   2.130419493 f(x_q)=   2.116892338 d=   0.013527155
P(y|x) 0:15 loss=   2.075102091, acc=   0.093750000
P(x) | 0:16 f(x_p_d)=   2.132596970 f(x_q)=   2.116311550 d=   0.016285419
P(y|x) 0:16 loss=   2.078130007, acc=   0.140625000
P(x) | 0:17 f(x_p_d)=   2.133955956 f(x_q)=   2.115440369 d=   0.018515587
P(y|x) 0:17 loss=   2.074519634, acc=   0.226562500
P(x) | 0:18 f(x_p_d)=   2.137068748 f(x_q)=   2.114986658 d=   0.022082090
P(y|x) 0:18 loss=   2.075405121, acc=   0.242187500
P(x) | 0:19 f(x_p_d)=   2.138914585 f(x_q)=   2.114414930 d=   0.024499655
P(y|x) 0:19 loss=   2.072427750, acc=   0.226562500
P(x) | 0:20 f(x_p_d)=   2.140404701 f(x_q)=   2.113613129 d=   0.026791573
P(y|x) 0:20 loss=   2.071850777, acc=   0.273437500
P(x) | 0:21 f(x_p_d)=   2.144238472 f(x_q)=   2.112804413 d=   0.031434059
P(y|x) 0:21 loss=   2.076080084, acc=   0.203125000
P(x) | 0:22 f(x_p_d)=   2.146805048 f(x_q)=   2.112205744 d=   0.034599304
P(y|x) 0:22 loss=   2.074568272, acc=   0.226562500
P(x) | 0:23 f(x_p_d)=   2.148414135 f(x_q)=   2.111441135 d=   0.036973000
P(y|x) 0:23 loss=   2.072322607, acc=   0.203125000
P(x) | 0:24 f(x_p_d)=   2.151074409 f(x_q)=   2.110323191 d=   0.040751219
P(y|x) 0:24 loss=   2.071927786, acc=   0.203125000
P(x) | 0:25 f(x_p_d)=   2.153383493 f(x_q)=   2.109619379 d=   0.043764114
P(y|x) 0:25 loss=   2.071975231, acc=   0.226562500
P(x) | 0:26 f(x_p_d)=   2.156510592 f(x_q)=   2.108574390 d=   0.047936201
P(y|x) 0:26 loss=   2.069874763, acc=   0.195312500
P(x) | 0:27 f(x_p_d)=   2.163501263 f(x_q)=   2.107669115 d=   0.055832148
P(y|x) 0:27 loss=   2.074091196, acc=   0.187500000
P(x) | 0:28 f(x_p_d)=   2.167338371 f(x_q)=   2.106550455 d=   0.060787916
P(y|x) 0:28 loss=   2.070272446, acc=   0.179687500
P(x) | 0:29 f(x_p_d)=   2.168441057 f(x_q)=   2.105477095 d=   0.062963963
P(y|x) 0:29 loss=   2.070481539, acc=   0.156250000
P(x) | 0:30 f(x_p_d)=   2.175378561 f(x_q)=   2.104889393 d=   0.070489168
P(y|x) 0:30 loss=   2.067225456, acc=   0.171875000
P(x) | 0:31 f(x_p_d)=   2.178017139 f(x_q)=   2.103328466 d=   0.074688673
P(y|x) 0:31 loss=   2.067220449, acc=   0.179687500
P(x) | 0:32 f(x_p_d)=   2.181237459 f(x_q)=   2.101566792 d=   0.079670668
P(y|x) 0:32 loss=   2.071679831, acc=   0.179687500
P(x) | 0:33 f(x_p_d)=   2.187952518 f(x_q)=   2.100391388 d=   0.087561131
P(y|x) 0:33 loss=   2.065576077, acc=   0.171875000
P(x) | 0:34 f(x_p_d)=   2.194108725 f(x_q)=   2.099111080 d=   0.094997644
P(y|x) 0:34 loss=   2.069109678, acc=   0.117187500
P(x) | 0:35 f(x_p_d)=   2.198602676 f(x_q)=   2.097228765 d=   0.101373911
P(y|x) 0:35 loss=   2.062850475, acc=   0.156250000
P(x) | 0:36 f(x_p_d)=   2.200506210 f(x_q)=   2.095978498 d=   0.104527712
P(y|x) 0:36 loss=   2.064689398, acc=   0.156250000
P(x) | 0:37 f(x_p_d)=   2.211311340 f(x_q)=   2.092982292 d=   0.118329048
P(y|x) 0:37 loss=   2.065317631, acc=   0.125000000
P(x) | 0:38 f(x_p_d)=   2.215718269 f(x_q)=   2.091714144 d=   0.124004126
P(y|x) 0:38 loss=   2.066627741, acc=   0.164062500
P(x) | 0:39 f(x_p_d)=   2.216909885 f(x_q)=   2.088004589 d=   0.128905296
P(y|x) 0:39 loss=   2.062404156, acc=   0.085937500
P(x) | 0:40 f(x_p_d)=   2.235761166 f(x_q)=   2.085935354 d=   0.149825811
P(y|x) 0:40 loss=   2.059967041, acc=   0.140625000
P(x) | 0:41 f(x_p_d)=   2.241370678 f(x_q)=   2.082130432 d=   0.159240246
P(y|x) 0:41 loss=   2.059961557, acc=   0.117187500
P(x) | 0:42 f(x_p_d)=   2.246361971 f(x_q)=   2.079411745 d=   0.166950226
P(y|x) 0:42 loss=   2.057359695, acc=   0.156250000
P(x) | 0:43 f(x_p_d)=   2.260190248 f(x_q)=   2.074240208 d=   0.185950041
P(y|x) 0:43 loss=   2.056718588, acc=   0.148437500
P(x) | 0:44 f(x_p_d)=   2.275273561 f(x_q)=   2.068839073 d=   0.206434488
P(y|x) 0:44 loss=   2.054764509, acc=   0.132812500
P(x) | 0:45 f(x_p_d)=   2.284568787 f(x_q)=   2.064059734 d=   0.220509052
P(y|x) 0:45 loss=   2.052003860, acc=   0.125000000
P(x) | 0:46 f(x_p_d)=   2.300754786 f(x_q)=   2.058902264 d=   0.241852522
P(y|x) 0:46 loss=   2.056885958, acc=   0.117187500
P(x) | 0:47 f(x_p_d)=   2.327142239 f(x_q)=   2.051447153 d=   0.275695086
P(y|x) 0:47 loss=   2.055085897, acc=   0.117187500
P(x) | 0:48 f(x_p_d)=   2.344698668 f(x_q)=   2.044782877 d=   0.299915791
P(y|x) 0:48 loss=   2.051398993, acc=   0.109375000
P(x) | 0:49 f(x_p_d)=   2.336837769 f(x_q)=   2.033824921 d=   0.303012848
P(y|x) 0:49 loss=   2.043844461, acc=   0.132812500
P(x) | 0:50 f(x_p_d)=   2.379251480 f(x_q)=   2.022867203 d=   0.356384277
P(y|x) 0:50 loss=   2.046542645, acc=   0.101562500
P(x) | 0:51 f(x_p_d)=   2.378219843 f(x_q)=   2.011111736 d=   0.367108107
P(y|x) 0:51 loss=   2.031117201, acc=   0.187500000
P(x) | 0:52 f(x_p_d)=   2.426156044 f(x_q)=   1.995137453 d=   0.431018591
P(y|x) 0:52 loss=   2.042910337, acc=   0.117187500
P(x) | 0:53 f(x_p_d)=   2.443833828 f(x_q)=   1.977023602 d=   0.466810226
P(y|x) 0:53 loss=   2.047813654, acc=   0.117187500
P(x) | 0:54 f(x_p_d)=   2.495874166 f(x_q)=   1.958497524 d=   0.537376642
P(y|x) 0:54 loss=   2.032157183, acc=   0.117187500
P(x) | 0:55 f(x_p_d)=   2.535171509 f(x_q)=   1.933629751 d=   0.601541758
P(y|x) 0:55 loss=   2.036381483, acc=   0.125000000
P(x) | 0:56 f(x_p_d)=   2.583073139 f(x_q)=   1.905351281 d=   0.677721858
P(y|x) 0:56 loss=   2.017437696, acc=   0.171875000
P(x) | 0:57 f(x_p_d)=   2.662226200 f(x_q)=   1.871799946 d=   0.790426254
P(y|x) 0:57 loss=   2.033318520, acc=   0.109375000
P(x) | 0:58 f(x_p_d)=   2.703247547 f(x_q)=   1.839866400 d=   0.863381147
P(y|x) 0:58 loss=   2.007179022, acc=   0.148437500
P(x) | 0:59 f(x_p_d)=   2.854223728 f(x_q)=   1.785912514 d=   1.068311214
P(y|x) 0:59 loss=   2.045087337, acc=   0.125000000
P(x) | 0:60 f(x_p_d)=   2.955154419 f(x_q)=   1.754364133 d=   1.200790286
P(y|x) 0:60 loss=   1.995465636, acc=   0.164062500
P(x) | 0:61 f(x_p_d)=   3.044813156 f(x_q)=   1.678373694 d=   1.366439462
P(y|x) 0:61 loss=   2.025808573, acc=   0.125000000
P(x) | 0:62 f(x_p_d)=   3.249169588 f(x_q)=   1.616511703 d=   1.632657886
P(y|x) 0:62 loss=   2.032316446, acc=   0.117187500
P(x) | 0:63 f(x_p_d)=   3.475334167 f(x_q)=   1.560294151 d=   1.915040016
P(y|x) 0:63 loss=   2.046899319, acc=   0.148437500
P(x) | 0:64 f(x_p_d)=   3.665643215 f(x_q)=   1.474739432 d=   2.190903664
P(y|x) 0:64 loss=   2.046514511, acc=   0.148437500
P(x) | 0:65 f(x_p_d)=   3.978098392 f(x_q)=   1.364833832 d=   2.613264561
P(y|x) 0:65 loss=   2.026870966, acc=   0.140625000
P(x) | 0:66 f(x_p_d)=   4.430567741 f(x_q)=   1.312533379 d=   3.118034363
P(y|x) 0:66 loss=   2.220618010, acc=   0.132812500
P(x) | 0:67 f(x_p_d)=   5.174053669 f(x_q)=   1.268211603 d=   3.905842066
P(y|x) 0:67 loss=   2.273333788, acc=   0.117187500
P(x) | 0:68 f(x_p_d)=   5.366089821 f(x_q)=   1.165823102 d=   4.200266838
P(y|x) 0:68 loss=   2.476451159, acc=   0.101562500
P(x) | 0:69 f(x_p_d)=   5.905158997 f(x_q)=   1.465054750 d=   4.440104485
P(y|x) 0:69 loss=   2.397225142, acc=   0.164062500
P(x) | 0:70 f(x_p_d)=   6.967311382 f(x_q)=   1.206533074 d=   5.760778427
P(y|x) 0:70 loss=   2.809545517, acc=   0.125000000
P(x) | 0:71 f(x_p_d)=   8.699028969 f(x_q)=   1.365938306 d=   7.333090782
P(y|x) 0:71 loss=   3.140006781, acc=   0.085937500
P(x) | 0:72 f(x_p_d)=   9.115805626 f(x_q)=   2.365352631 d=   6.750452995
P(y|x) 0:72 loss=   3.429683208, acc=   0.117187500
P(x) | 0:73 f(x_p_d)=  11.769865990 f(x_q)=   2.351677895 d=   9.418188095
P(y|x) 0:73 loss=   3.368190050, acc=   0.187500000
P(x) | 0:74 f(x_p_d)=  14.110367775 f(x_q)=   3.773377895 d=  10.336990356
P(y|x) 0:74 loss=   4.371089458, acc=   0.109375000
P(x) | 0:75 f(x_p_d)=  15.687633514 f(x_q)=   4.658102036 d=  11.029531479
P(y|x) 0:75 loss=   4.948044300, acc=   0.070312500
P(x) | 0:76 f(x_p_d)=  18.688823700 f(x_q)=   7.484858513 d=  11.203965187
P(y|x) 0:76 loss=   4.217798233, acc=   0.140625000
P(x) | 0:77 f(x_p_d)=  18.574714661 f(x_q)=  10.425361633 d=   8.149353027
P(y|x) 0:77 loss=   5.183003426, acc=   0.093750000
P(x) | 0:78 f(x_p_d)=  21.340930939 f(x_q)=  18.866306305 d=   2.474624634
P(y|x) 0:78 loss=   4.851656914, acc=   0.179687500
P(x) | 0:79 f(x_p_d)=  24.000263214 f(x_q)=  11.003475189 d=  12.996788025
P(y|x) 0:79 loss=   3.925397158, acc=   0.132812500
P(x) | 0:80 f(x_p_d)=  25.216255188 f(x_q)=  22.519258499 d=   2.696996689
P(y|x) 0:80 loss=   4.615870476, acc=   0.195312500
P(x) | 0:81 f(x_p_d)=  24.963037491 f(x_q)=  40.804244995 d= -15.841207504
P(y|x) 0:81 loss=   4.883829117, acc=   0.117187500
P(x) | 0:82 f(x_p_d)=  23.881851196 f(x_q)=  24.610580444 d=  -0.728729248
P(y|x) 0:82 loss=   4.273869038, acc=   0.117187500
P(x) | 0:83 f(x_p_d)=  21.083509445 f(x_q)=  15.611660004 d=   5.471849442
P(y|x) 0:83 loss=   4.277097702, acc=   0.109375000
P(x) | 0:84 f(x_p_d)=  21.223539352 f(x_q)=  38.520370483 d= -17.296831131
P(y|x) 0:84 loss=   4.005395889, acc=   0.109375000
P(x) | 0:85 f(x_p_d)=  17.661092758 f(x_q)=  39.377750397 d= -21.716657639
P(y|x) 0:85 loss=   3.409025192, acc=   0.070312500
P(x) | 0:86 f(x_p_d)=  13.166402817 f(x_q)=  35.995246887 d= -22.828844070
P(y|x) 0:86 loss=   2.759064198, acc=   0.148437500
P(x) | 0:87 f(x_p_d)=  14.265822411 f(x_q)=  34.862365723 d= -20.596542358
P(y|x) 0:87 loss=   2.914810419, acc=   0.195312500
P(x) | 0:88 f(x_p_d)=  13.106426239 f(x_q)=  34.837173462 d= -21.730747223
P(y|x) 0:88 loss=   2.568978310, acc=   0.210937500
P(x) | 0:89 f(x_p_d)=  14.115761757 f(x_q)=  30.717559814 d= -16.601799011
P(y|x) 0:89 loss=   2.683497429, acc=   0.164062500
P(x) | 0:90 f(x_p_d)=  11.434110641 f(x_q)=  23.873096466 d= -12.438985825
P(y|x) 0:90 loss=   2.265244961, acc=   0.210937500
P(x) | 0:91 f(x_p_d)=  11.131017685 f(x_q)=  20.021595001 d=  -8.890577316
P(y|x) 0:91 loss=   2.483488083, acc=   0.117187500
P(x) | 0:92 f(x_p_d)=  11.388579369 f(x_q)=  15.398319244 d=  -4.009739876
P(y|x) 0:92 loss=   2.043251753, acc=   0.109375000
Epoch 0: Valid Loss 2.0395243167877197, Valid Acc 0.16939252614974976
Best Valid!: 0.16939252614974976
P(x) | 1:0 f(x_p_d)=  10.293775558 f(x_q)=  13.250734329 d=  -2.956958771
P(y|x) 1:93 loss=   1.970814586, acc=   0.156250000
P(x) | 1:1 f(x_p_d)=   9.433910370 f(x_q)=  10.006505013 d=  -0.572594643
P(y|x) 1:94 loss=   1.986989379, acc=   0.171875000
P(x) | 1:2 f(x_p_d)=   8.401066780 f(x_q)=   8.928206444 d=  -0.527139664
P(y|x) 1:95 loss=   1.942252398, acc=   0.265625000
P(x) | 1:3 f(x_p_d)=   7.800958157 f(x_q)=   6.252145767 d=   1.548812389
P(y|x) 1:96 loss=   1.956871271, acc=   0.335937500
P(x) | 1:4 f(x_p_d)=   7.221044540 f(x_q)=   3.137362003 d=   4.083682537
P(y|x) 1:97 loss=   1.962348104, acc=   0.273437500
P(x) | 1:5 f(x_p_d)=   6.555628777 f(x_q)=  -0.110615894 d=   6.666244507
P(y|x) 1:98 loss=   1.982068896, acc=   0.156250000
P(x) | 1:6 f(x_p_d)=   6.015236378 f(x_q)=  -2.666101694 d=   8.681338310
P(y|x) 1:99 loss=   2.010334492, acc=   0.117187500
P(x) | 1:7 f(x_p_d)=   5.424734592 f(x_q)=  -4.501620293 d=   9.926355362
P(y|x) 1:100 loss=   1.976229072, acc=   0.140625000
P(x) | 1:8 f(x_p_d)=   4.663181305 f(x_q)=  -6.413055420 d=  11.076236725
P(y|x) 1:101 loss=   1.989829540, acc=   0.117187500
P(x) | 1:9 f(x_p_d)=   4.334397316 f(x_q)=  -7.243105888 d=  11.577503204
P(y|x) 1:102 loss=   1.982409835, acc=   0.164062500
P(x) | 1:10 f(x_p_d)=   3.027565002 f(x_q)= -10.086304665 d=  13.113869667
P(y|x) 1:103 loss=   1.943172693, acc=   0.179687500
P(x) | 1:11 f(x_p_d)=   2.272189140 f(x_q)= -12.160110474 d=  14.432299614
P(y|x) 1:104 loss=   2.025708675, acc=   0.132812500
P(x) | 1:12 f(x_p_d)=   1.340867519 f(x_q)= -13.297424316 d=  14.638292313
P(y|x) 1:105 loss=   2.027131557, acc=   0.179687500
P(x) | 1:13 f(x_p_d)=  -0.725410998 f(x_q)= -13.012997627 d=  12.287586212
P(y|x) 1:106 loss=   2.071393490, acc=   0.062500000
P(x) | 1:14 f(x_p_d)=  -1.022624016 f(x_q)=  -8.212719917 d=   7.190095901
P(y|x) 1:107 loss=   2.040873528, acc=   0.140625000
P(x) | 1:15 f(x_p_d)=  -2.112360477 f(x_q)=   2.340642214 d=  -4.453002930
P(y|x) 1:108 loss=   2.031170607, acc=   0.132812500
P(x) | 1:16 f(x_p_d)=  -0.873563886 f(x_q)=   6.584642410 d=  -7.458206177
P(y|x) 1:109 loss=   2.038672447, acc=   0.132812500
P(x) | 1:17 f(x_p_d)=  -0.261996776 f(x_q)=   7.280526161 d=  -7.542522907
P(y|x) 1:110 loss=   2.049778938, acc=   0.117187500
P(x) | 1:18 f(x_p_d)=   1.605904579 f(x_q)=   7.966505051 d=  -6.360600471
P(y|x) 1:111 loss=   2.058540106, acc=   0.085937500
P(x) | 1:19 f(x_p_d)=   4.159856319 f(x_q)=   8.401649475 d=  -4.241793156
P(y|x) 1:112 loss=   2.025801897, acc=   0.242187500
P(x) | 1:20 f(x_p_d)=   6.153718472 f(x_q)=   9.096966743 d=  -2.943248272
P(y|x) 1:113 loss=   1.989550948, acc=   0.242187500
P(x) | 1:21 f(x_p_d)=   7.528094292 f(x_q)=   9.607738495 d=  -2.079644203
P(y|x) 1:114 loss=   2.052409172, acc=   0.218750000
P(x) | 1:22 f(x_p_d)=   7.609950542 f(x_q)=   9.774721146 d=  -2.164770603
P(y|x) 1:115 loss=   2.027046204, acc=   0.203125000
P(x) | 1:23 f(x_p_d)=   8.121084213 f(x_q)=  10.241478920 d=  -2.120394707
P(y|x) 1:116 loss=   1.964020491, acc=   0.140625000
P(x) | 1:24 f(x_p_d)=   8.934747696 f(x_q)=  10.328565598 d=  -1.393817902
P(y|x) 1:117 loss=   2.047141552, acc=   0.164062500
P(x) | 1:25 f(x_p_d)=   9.198436737 f(x_q)=  10.440793037 d=  -1.242356300
P(y|x) 1:118 loss=   2.099400520, acc=   0.101562500
P(x) | 1:26 f(x_p_d)=   8.987428665 f(x_q)=  10.540306091 d=  -1.552877426
P(y|x) 1:119 loss=   2.069005013, acc=   0.093750000
P(x) | 1:27 f(x_p_d)=   9.358777046 f(x_q)=   9.769609451 d=  -0.410832405
P(y|x) 1:120 loss=   2.095121622, acc=   0.093750000
P(x) | 1:28 f(x_p_d)=   9.303222656 f(x_q)=   9.514087677 d=  -0.210865021
P(y|x) 1:121 loss=   1.985346079, acc=   0.234375000
P(x) | 1:29 f(x_p_d)=   9.096413612 f(x_q)=   9.449189186 d=  -0.352775574
P(y|x) 1:122 loss=   2.030005217, acc=   0.132812500
P(x) | 1:30 f(x_p_d)=   8.922594070 f(x_q)=   8.943148613 d=  -0.020554543
P(y|x) 1:123 loss=   2.019135237, acc=   0.140625000
P(x) | 1:31 f(x_p_d)=   9.097408295 f(x_q)=   8.778856277 d=   0.318552017
P(y|x) 1:124 loss=   2.128467083, acc=   0.054687500
P(x) | 1:32 f(x_p_d)=   8.857179642 f(x_q)=   8.924024582 d=  -0.066844940
P(y|x) 1:125 loss=   2.056668997, acc=   0.117187500
P(x) | 1:33 f(x_p_d)=   8.692136765 f(x_q)=   8.549138069 d=   0.142998695
P(y|x) 1:126 loss=   2.107694626, acc=   0.109375000
P(x) | 1:34 f(x_p_d)=   8.905195236 f(x_q)=   8.995862961 d=  -0.090667725
P(y|x) 1:127 loss=   2.038118839, acc=   0.132812500
P(x) | 1:35 f(x_p_d)=   8.526762009 f(x_q)=   8.573476791 d=  -0.046714783
P(y|x) 1:128 loss=   2.053800106, acc=   0.140625000
P(x) | 1:36 f(x_p_d)=   8.452410698 f(x_q)=   8.559652328 d=  -0.107241631
P(y|x) 1:129 loss=   2.069149733, acc=   0.093750000
P(x) | 1:37 f(x_p_d)=   8.375021935 f(x_q)=   8.479108810 d=  -0.104086876
P(y|x) 1:130 loss=   2.045855999, acc=   0.140625000
P(x) | 1:38 f(x_p_d)=   8.020985603 f(x_q)=   8.134857178 d=  -0.113871574
P(y|x) 1:131 loss=   2.056718826, acc=   0.109375000
P(x) | 1:39 f(x_p_d)=   8.089542389 f(x_q)=   7.645898819 d=   0.443643570
P(y|x) 1:132 loss=   2.041137457, acc=   0.132812500
P(x) | 1:40 f(x_p_d)=   7.943359375 f(x_q)=   7.421211243 d=   0.522148132
P(y|x) 1:133 loss=   2.048698902, acc=   0.078125000
P(x) | 1:41 f(x_p_d)=   7.736001968 f(x_q)=   7.313700199 d=   0.422301769
P(y|x) 1:134 loss=   2.070356369, acc=   0.257812500
P(x) | 1:42 f(x_p_d)=   7.774699211 f(x_q)=   7.224483013 d=   0.550216198
P(y|x) 1:135 loss=   2.043643713, acc=   0.250000000
P(x) | 1:43 f(x_p_d)=   7.643188953 f(x_q)=   7.047336102 d=   0.595852852
P(y|x) 1:136 loss=   2.056902647, acc=   0.109375000
P(x) | 1:44 f(x_p_d)=   7.842692375 f(x_q)=   7.033631325 d=   0.809061050
P(y|x) 1:137 loss=   2.052524567, acc=   0.148437500
P(x) | 1:45 f(x_p_d)=   7.590892315 f(x_q)=   6.533692360 d=   1.057199955
P(y|x) 1:138 loss=   2.064188957, acc=   0.070312500
P(x) | 1:46 f(x_p_d)=   7.831190109 f(x_q)=   6.550725937 d=   1.280464172
P(y|x) 1:139 loss=   2.059464455, acc=   0.101562500
P(x) | 1:47 f(x_p_d)=   7.931202888 f(x_q)=   7.329162121 d=   0.602040768
P(y|x) 1:140 loss=   2.032516956, acc=   0.250000000
P(x) | 1:48 f(x_p_d)=   7.859921455 f(x_q)=   6.891437531 d=   0.968483925
P(y|x) 1:141 loss=   2.064193010, acc=   0.132812500
P(x) | 1:49 f(x_p_d)=   8.072515488 f(x_q)=   6.979538918 d=   1.092976570
P(y|x) 1:142 loss=   2.024402142, acc=   0.101562500
P(x) | 1:50 f(x_p_d)=   8.005573273 f(x_q)=   7.010879040 d=   0.994694233
P(y|x) 1:143 loss=   2.063422918, acc=   0.164062500
P(x) | 1:51 f(x_p_d)=   8.367214203 f(x_q)=   7.329819679 d=   1.037394524
P(y|x) 1:144 loss=   2.069275379, acc=   0.125000000
P(x) | 1:52 f(x_p_d)=   8.489757538 f(x_q)=   7.356410503 d=   1.133347034
P(y|x) 1:145 loss=   2.053069353, acc=   0.109375000
P(x) | 1:53 f(x_p_d)=   8.437657356 f(x_q)=   7.843424797 d=   0.594232559
P(y|x) 1:146 loss=   2.041028023, acc=   0.132812500
P(x) | 1:54 f(x_p_d)=   8.753505707 f(x_q)=   8.067319870 d=   0.686185837
P(y|x) 1:147 loss=   2.074598074, acc=   0.101562500
P(x) | 1:55 f(x_p_d)=   9.319986343 f(x_q)=   8.136819839 d=   1.183166504
P(y|x) 1:148 loss=   2.052285671, acc=   0.109375000
P(x) | 1:56 f(x_p_d)=   9.243780136 f(x_q)=   8.448697090 d=   0.795083046
P(y|x) 1:149 loss=   1.993226290, acc=   0.195312500
P(x) | 1:57 f(x_p_d)=   9.509974480 f(x_q)=   8.857317924 d=   0.652656555
P(y|x) 1:150 loss=   2.040731192, acc=   0.226562500
P(x) | 1:58 f(x_p_d)=   9.354341507 f(x_q)=   8.849640846 d=   0.504700661
P(y|x) 1:151 loss=   2.041635275, acc=   0.117187500
P(x) | 1:59 f(x_p_d)=   9.630348206 f(x_q)=   9.772159576 d=  -0.141811371
P(y|x) 1:152 loss=   2.054748058, acc=   0.101562500
P(x) | 1:60 f(x_p_d)=   9.760631561 f(x_q)=   8.957538605 d=   0.803092957
P(y|x) 1:153 loss=   2.028923273, acc=   0.195312500
P(x) | 1:61 f(x_p_d)=   9.956691742 f(x_q)=   8.866527557 d=   1.090164185
P(y|x) 1:154 loss=   2.032473564, acc=   0.226562500
P(x) | 1:62 f(x_p_d)=   9.773578644 f(x_q)=   9.476758957 d=   0.296819687
P(y|x) 1:155 loss=   2.040869236, acc=   0.140625000
P(x) | 1:63 f(x_p_d)=   9.810727119 f(x_q)=   9.073108673 d=   0.737618446
P(y|x) 1:156 loss=   2.009681940, acc=   0.281250000
P(x) | 1:64 f(x_p_d)=   9.856405258 f(x_q)=   8.746145248 d=   1.110260010
P(y|x) 1:157 loss=   2.015534639, acc=   0.140625000
P(x) | 1:65 f(x_p_d)=  10.052946091 f(x_q)=   9.443653107 d=   0.609292984
P(y|x) 1:158 loss=   2.021026134, acc=   0.171875000
P(x) | 1:66 f(x_p_d)=   9.796714783 f(x_q)=   9.503383636 d=   0.293331146
P(y|x) 1:159 loss=   2.009269476, acc=   0.164062500
P(x) | 1:67 f(x_p_d)=   9.625017166 f(x_q)=   9.489079475 d=   0.135937691
P(y|x) 1:160 loss=   1.991911888, acc=   0.242187500
P(x) | 1:68 f(x_p_d)=   9.957481384 f(x_q)=   8.768730164 d=   1.188751221
P(y|x) 1:161 loss=   2.080263376, acc=   0.125000000
P(x) | 1:69 f(x_p_d)=   9.600603104 f(x_q)=   9.249031067 d=   0.351572037
P(y|x) 1:162 loss=   2.015900373, acc=   0.164062500
P(x) | 1:70 f(x_p_d)=   9.484111786 f(x_q)=   8.713619232 d=   0.770492554
P(y|x) 1:163 loss=   1.966004372, acc=   0.203125000
P(x) | 1:71 f(x_p_d)=   9.094480515 f(x_q)=   8.613482475 d=   0.480998039
P(y|x) 1:164 loss=   2.005092621, acc=   0.156250000
P(x) | 1:72 f(x_p_d)=   9.358509064 f(x_q)=   8.270509720 d=   1.087999344
P(y|x) 1:165 loss=   1.988986969, acc=   0.210937500
P(x) | 1:73 f(x_p_d)=   9.004236221 f(x_q)=   8.241996765 d=   0.762239456
P(y|x) 1:166 loss=   2.033869982, acc=   0.156250000
P(x) | 1:74 f(x_p_d)=   8.858425140 f(x_q)=   8.437627792 d=   0.420797348
P(y|x) 1:167 loss=   1.976190209, acc=   0.187500000
P(x) | 1:75 f(x_p_d)=   8.717164993 f(x_q)=   8.538846016 d=   0.178318977
P(y|x) 1:168 loss=   2.030003071, acc=   0.085937500
P(x) | 1:76 f(x_p_d)=   8.415306091 f(x_q)=   8.319402695 d=   0.095903397
